iter	Logloss
446	0.3765931282
447	0.3764191505
448	0.3762513148
449	0.3760929594
450	0.3759896007
451	0.3758298271
452	0.3756651281
453	0.3751723356
454	0.3750315587
455	0.3747658632
456	0.3746396784
457	0.3744479311
458	0.3741195679
459	0.3740010128
460	0.3738259882
461	0.3737219121
462	0.3735635155
463	0.3734657772
464	0.3733021333
465	0.3731657107
466	0.3729972831
467	0.3726540883
468	0.3725262751
469	0.3723585178
470	0.3722017278
471	0.3719739513
472	0.3718319171
473	0.3717238938
474	0.3715542983
475	0.3714534267
476	0.3713715054
477	0.3712201048
478	0.3710209337
479	0.3709201124
480	0.3707272202
481	0.3705391788
482	0.3703723906
483	0.3702112432
484	0.3700672743
485	0.3698740525
486	0.3694943351
487	0.3693022039
488	0.3691468707
489	0.3689992697
490	0.3688641408
491	0.368662073
492	0.3685288318
493	0.3683489558
494	0.3682239625
495	0.368115053
496	0.3679182748
497	0.367757733
498	0.3674367065
499	0.3673070125
500	0.3671933383
501	0.3670242672
502	0.3669341615
503	0.3668626617
504	0.3667049871
505	0.3665672686
506	0.366404782
507	0.3662934143
508	0.3661755032
509	0.3660384169
510	0.3658753548
511	0.3656857536
512	0.365542971
513	0.3654163636
514	0.3652152204
515	0.3651403954
516	0.3649799119
517	0.3648204379
518	0.3646505031
519	0.3645306065
520	0.3643657102
521	0.3642199042
522	0.3640851175
523	0.3640153802
524	0.3638023113
525	0.3636353709
526	0.3634684954
527	0.3633407386
528	0.3631523248
529	0.3630266107
530	0.3629595168
531	0.3628161924
532	0.3626631519
533	0.3625394276
534	0.3623494682
535	0.3622163422
536	0.3619427112
537	0.3617478129
538	0.3615887515
539	0.3615004282
540	0.361361185
541	0.361197048
542	0.3610130125
543	0.3608356323
544	0.3606722165
545	0.3605416731
546	0.3603585247
547	0.3602949244
548	0.3601489033
549	0.3599800613
550	0.3598777582
551	0.3597188018
552	0.3596312103
553	0.3595040324
554	0.359414234
555	0.3592545243
556	0.3591057928
557	0.3589250232
558	0.3587838601
559	0.3586415866
560	0.3584943972
561	0.3583468623
562	0.3581833071
563	0.3580310944
564	0.3579504208
565	0.3577394263
566	0.3576535096
567	0.3574944346
568	0.3573704889
569	0.3571618391
570	0.3569607616
571	0.356751231
572	0.3566384065
573	0.3564854319
574	0.3563371973
575	0.3562181937
576	0.3560991839
577	0.3560320599
578	0.3558679534
579	0.3557027158
580	0.3556093681
581	0.3555049395
582	0.3553471373
583	0.3551695838
584	0.3550645881
585	0.3548459845
586	0.3547419898
587	0.3545978366
588	0.3545004697
589	0.3543660048
590	0.3542498136
591	0.354126896
592	0.3539906277
593	0.3538495761
594	0.3537899655
595	0.3536647117
596	0.3535732435
597	0.3534847609
598	0.3533331235
599	0.3531728605
600	0.3530872864
601	0.3529552258
602	0.3527858206
603	0.3523984861
604	0.352280712
605	0.3521108226
606	0.3519792673
607	0.3518456568
608	0.3516976913
609	0.3514935279
610	0.3514009843
611	0.3512901899
612	0.3511114468
613	0.3509951738
614	0.3508926011
615	0.3508181489
616	0.3506947745
617	0.3505994758
618	0.3504707657
619	0.3503321138
620	0.3501889254
621	0.3500909023
622	0.3500361601
623	0.3499625321
624	0.3498641729
625	0.3497578438
626	0.3495949547
627	0.3494588662
628	0.3493221212
629	0.3491747808
630	0.3490496298
631	0.348986819
632	0.3488520693
633	0.3487346619
634	0.3485702379
635	0.3484832989
636	0.3483723519
637	0.3482420223
638	0.3480838801
639	0.3480021702
640	0.3478713441
641	0.3478034515
642	0.3476885419
643	0.3475633284
644	0.3474904094
645	0.347390221
646	0.3472429836
647	0.3471174624
648	0.3469766942
649	0.3469078254
650	0.3467960022
651	0.3466710992
652	0.3465197375
653	0.3464032009
654	0.3462742689
655	0.3461024599
656	0.3459738918
657	0.3458829435
658	0.3458282593
659	0.3457824178
660	0.3456493013
661	0.3455517574
662	0.3454164125
663	0.3451702295
664	0.3450675808
665	0.3449276402
666	0.3447807655
667	0.3446915986
668	0.3446106347
669	0.3444587626
670	0.3443075392
671	0.3441624535
672	0.3440328937
673	0.3439354543
674	0.3438329585
675	0.3437367273
676	0.3436163112
677	0.3434577841
678	0.3432895873
679	0.3431676097
680	0.3430462777
681	0.3429726493
682	0.3429234928
683	0.3427862966
684	0.3426945471
685	0.3425999546
686	0.3424286836
687	0.3423628883
688	0.3422205815
689	0.3421719626
690	0.3421008783
691	0.3419618752
692	0.3418771
693	0.3417617579
694	0.3416632753
695	0.3415259054
696	0.3414213249
697	0.3413652369
698	0.3412625233
699	0.3411652582
700	0.3410116187
701	0.3409108011
702	0.340786039
703	0.340687448
704	0.3406202085
705	0.3405000481
706	0.3403459219
707	0.3402517232
708	0.340142783
709	0.3400189539
710	0.3399258997
711	0.3397731448
712	0.3396513723
713	0.3395520443
714	0.3394712493
715	0.3393937348
716	0.3392608883
717	0.3391210414
718	0.3390148909
719	0.3388863607
720	0.3388255463
721	0.3387912506
722	0.3386556904
723	0.3385548333
724	0.3384261818
725	0.3382952327
726	0.3382270999
727	0.3381294078
728	0.3380412605
729	0.3377830121
730	0.3376793206
731	0.3376292957
732	0.3375315733
733	0.3374832202
734	0.3373536911
735	0.3371828592
736	0.3371407347
737	0.3370194858
738	0.3369559803
739	0.3368430518
740	0.3367284461
741	0.3366289988
742	0.3365535763
743	0.33644091
744	0.3363741699
745	0.3363221078
746	0.3362193327
747	0.3361889939
748	0.3360717847
749	0.3360403871
750	0.3359312998
751	0.3358242202
752	0.3357937715
753	0.3357184537
754	0.3356037651
755	0.3355072767
756	0.3354275765
757	0.3353271621
758	0.3352006166
759	0.3350729162
760	0.3350060002
761	0.3348604523
762	0.3346659144
763	0.3345616461
764	0.3344581876
765	0.3343540462
766	0.3342445485
767	0.3341567574
768	0.334021763
769	0.3338793138
770	0.3337431098
771	0.3336781782
772	0.3335809417
773	0.3334486305
774	0.3334060706
775	0.3333610287
776	0.3332713243
777	0.3331542377
778	0.3330341432
779	0.332963549
780	0.3329330569
781	0.3328439765
782	0.3328105828
783	0.3326979983
784	0.3326075129
785	0.3325333365
786	0.3324165284
787	0.3323207375
788	0.3321859266
789	0.3320871166
790	0.3319667469
791	0.3318701291
792	0.3317915395
793	0.3317369597
794	0.331607681
795	0.3315770738
796	0.3314837368
797	0.3313756005
798	0.3312553251
799	0.3311743246
800	0.3310794775
801	0.3308359495
802	0.3307604164
803	0.3306420952
804	0.3305597424
805	0.3304633281
806	0.3303665602
807	0.3303366923
808	0.3303070008
809	0.3302772061
810	0.3302448816
811	0.3301987065
812	0.3301358053
813	0.330013917
814	0.329905484
815	0.3298088694
816	0.3296802228
817	0.3295901334
818	0.3294937966
819	0.3294050018
820	0.3292951979
821	0.329216422
822	0.3291432175
823	0.3290524163
824	0.3289478073
825	0.3288188406
826	0.3287424528
827	0.3286979843
828	0.3286331193
829	0.3285267541
830	0.3284176417
831	0.3283471519
832	0.3282423143
833	0.3281913972
834	0.3280727723
835	0.3279722676
836	0.3279433424
837	0.3278952416
838	0.327858346
839	0.3277571296
840	0.3274414534
841	0.3273441029
842	0.3272551386
843	0.3271909165
844	0.3271135323
845	0.3270106485
846	0.3268849414
847	0.3267422734
848	0.3267147142
849	0.326642171
850	0.3265717236
851	0.3264833134
852	0.3263714297
853	0.3262997229
854	0.3262074114
855	0.3261792356
856	0.3260528607
857	0.325926369
858	0.3258900201
859	0.3258012955
860	0.3256384388
861	0.3255140976
862	0.3253990788
863	0.3253127517
864	0.3252612005
865	0.3251514275
866	0.3250441669
867	0.3249505304
868	0.3248509725
869	0.3247883169
870	0.3247047336
871	0.3246371857
872	0.3245280126
873	0.324459377
874	0.3244324417
875	0.3243537821
876	0.3242640965
877	0.3241675482
878	0.3240387896
879	0.3239728497
880	0.3239473401
881	0.3238507196
882	0.3237331974
883	0.3236364637
884	0.3235632274
885	0.32350217
886	0.3233912783
887	0.3233654653
888	0.3233128615
889	0.323210112
890	0.3231402254
891	0.3230788746
892	0.3229782982
893	0.3229372382
894	0.3228327277
895	0.322804476
896	0.3227283703
897	0.3227029783
898	0.3226289861
899	0.3225461164
900	0.3224159985
901	0.3223750941
902	0.3222531075
903	0.3221846994
904	0.3220752775
905	0.3219689917
906	0.3218764651
907	0.3217956869
908	0.3217364363
909	0.3216424453
910	0.3215646245
911	0.321449902
912	0.3214048145
913	0.3213327196
914	0.3213061889
915	0.3212171428
916	0.3211292805
917	0.3210924849
918	0.3209574597
919	0.3209319624
920	0.3208243858
921	0.3207078731
922	0.3206420991
923	0.320586604
924	0.3205109685
925	0.320378402
926	0.3203006267
927	0.320181372
928	0.3200664703
929	0.3199427094
930	0.3198937708
931	0.3197987548
932	0.319701067
933	0.3196131015
934	0.3195313782
935	0.3194638826
936	0.3194239013
937	0.3193682372
938	0.3192536862
939	0.3191925484
940	0.3191427355
941	0.3190381119
942	0.31896514
943	0.3188388645
944	0.318738647
945	0.3187146491
946	0.3186140303
947	0.318506952
948	0.318383962
949	0.3182887681
950	0.3182062084
951	0.318104614
952	0.3180799395
953	0.3179715275
954	0.3178895006
955	0.3177947994
956	0.3176658801
957	0.3175586994
958	0.3174566364
959	0.317351534
960	0.3172278288
961	0.3171071117
962	0.3170355039
963	0.3169405376
964	0.316823985
965	0.3167379555
966	0.3167117231
967	0.3166548423
968	0.3165827837
969	0.3164907331
970	0.3163545033
971	0.3162546582
972	0.3161721862
973	0.3160488842
974	0.3159618497
975	0.3158986111
976	0.3158740407
977	0.3157964284
978	0.3156824982
979	0.3156144143
980	0.3155187753
981	0.3154480559
982	0.3154093973
983	0.3153150689
984	0.3151807203
985	0.3151038153
986	0.3150584319
987	0.3150267141
988	0.3150034897
989	0.3149157176
990	0.3148470881
991	0.3148150542
992	0.3147513431
993	0.3146675669
994	0.3145580934
995	0.3145329935
996	0.314509017
997	0.3144051822
998	0.3142995734
999	0.3142294938
